GENESIS-Tabelle: 12411-0012
Bevölkerung: Bundesländer, Stichtag, Altersjahre;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;
;;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer
;;Baden-Württemberg;Bayern;Berlin;Brandenburg;Bremen;Hamburg;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Nordrhein-Westfalen;Rheinland-Pfalz;Saarland;Sachsen;Sachsen-Anhalt;Schleswig-Holstein;Thüringen
31.12.2015;unter 1 Jahr;101417;118832;37867;19584;6447;19521;57433;13461;68045;162430;35387;7608;36888;17793;23781;18227
31.12.2015;1-Jährige;99912;117017;37382;20714;6338;18760;56303;13279;69445;161187;34976;7586;37043;17846;23782;18508
31.12.2015;2-Jährige;96971;114022;35075;20144;5843;17661;54505;13209;67120;154524;34039;7175;36148;17670;23263;18239
31.12.2015;3-Jährige;95706;112941;34882;20810;5750;16951;54325;13391;66819;155104;33678;7266;36285;17790;23848;18211
31.12.2015;4-Jährige;94410;109447;32946;20662;5417;15970;54174;13276;66000;151458;33710;7477;35723;17494;23189;18029
31.12.2015;5-Jährige;97123;111065;33056;21571;5698;16203;54943;13978;68400;156020;34289;7461;36293;17868;24489;18406
31.12.2015;6-Jährige;96126;109365;31939;21319;5669;15716;54029;13722;67846;153569;33563;7348;35167;17653;24043;17642
31.12.2015;7-Jährige;98522;112333;31887;21914;5645;15911;55355;13742;69938;158952;34882;7612;35478;18240;24825;18130
31.12.2015;8-Jährige;99123;112429;30916;21412;5830;15607;55404;13272;70318;158770;34841;7553;34547;17541;25239;17650
31.12.2015;9-Jährige;97973;110271;29360;20514;5656;15202;54289;12872;69885;157582;34109;7514;32912;16869;24860;16649
31.12.2015;10-Jährige;100143;112442;28536;20270;5540;15249;55592;12523;71564;160073;34900;7786;33010;17100;25021;16950
31.12.2015;11-Jährige;102419;115352;28589;20601;5522;15088;56337;13101;74403;164490;35809;7914;33268;17068;26271;17466
31.12.2015;12-Jährige;102907;116500;27359;20539;5603;14711;56054;12855;74812;165961;36439;7923;32181;16581;26541;17015
31.12.2015;13-Jährige;104999;118664;27271;20238;5561;14559;56969;12619;77573;169577;37118;8266;31596;17113;27210;16958
31.12.2015;14-Jährige;107522;121837;27066;20161;5891;14747;58476;12894;80596;174167;38519;8594;31685;17309;28173;17360
31.12.2015;15-Jährige;113265;128397;27712;21241;6133;15257;61453;13143;84936;182964;40678;9073;32782;17810;29882;17489
31.12.2015;16-Jährige;115527;132556;27213;20910;6434;15520;62451;12606;85971;185148;41319;9453;31225;17336;30604;17021
31.12.2015;17-Jährige;119220;137301;27551;20354;6832;16141;64138;12309;88649;191493;43008;9734;29921;16772;30822;16797
31.12.2015;18-Jährige;126665;141935;28964;19723;7049;17185;68304;12585;93101;203976;46159;10543;30261;17070;32583;17068
31.12.2015;19-Jährige;127979;142313;30387;18317;7335;17951;67920;12177;91717;204105;45772;10636;30200;16794;32407;16232
31.12.2015;20-Jährige;128729;143351;32494;16429;7582;18146;67531;11280;90188;202649;44854;10295;29135;16082;30668;15446
31.12.2015;21-Jährige;131367;147364;34648;15225;8141;19860;69649;10651;90827;208131;46043;10682;28937;15839;30752;14798
31.12.2015;22-Jährige;135895;155642;37182;14767;8717;21099;71847;11003;92936;216883;48029;11280;29804;16185;31351;15435
31.12.2015;23-Jährige;137890;158687;40826;15420;9072;22632;73262;12009;92793;220159;49030;11569;31847;17370;31324;16693
31.12.2015;24-Jährige;141956;163683;45326;17661;9560;24791;76212;13658;93882;225862;50002;12022;37049;19199;32032;18572
31.12.2015;25-Jährige;149609;173123;56233;25920;10087;27751;81056;20047;98463;235525;51834;12391;52540;26966;33559;26404
31.12.2015;26-Jährige;146200;169632;59825;27111;10115;28371;80804;20649;95549;228425;50237;12032;54217;27464;32258;26718
31.12.2015;27-Jährige;149374;174214;62883;28219;10447;30343;82226;21430;97825;233459;51314;12302;55386;28370;33131;28154
31.12.2015;28-Jährige;143883;169688;63365;28802;10006;30170;80162;21732;95396;227750;49660;12119;56334;28048;32223;28113
31.12.2015;29-Jährige;143143;169329;62662;28201;9802;30101;79165;20789;93097;224070;48637;12048;53547;26962;31205;27280
31.12.2015;30-Jährige;138310;162833;61313;28943;9347;29365;76387;20640;89698;215686;46630;11335;53988;26674;30223;26911
31.12.2015;31-Jährige;137770;163365;60049;28614;9079;29588;77598;20130;88675;214080;46665;11218;52841;26658;30221;26863
31.12.2015;32-Jährige;137194;164672;59181;29004;9312;29354;77034;20238;89646;214736;46850;11402;53034;26860;30758;26999
31.12.2015;33-Jährige;140365;169071;59422;29875;9383;29493;79723;20499;91626;220166;48210;11575;53680;26469;32195;27468
31.12.2015;34-Jährige;139652;168707;58051;29633;8772;29596;79453;19727;91947;218161;48367;11465;51938;26212;32301;26687
31.12.2015;35-Jährige;140381;168001;56985;31001;8739;29185;79971;20226;92586;219393;47678;11443;52945;26840;33084;27507
31.12.2015;36-Jährige;132219;160740;52910;30058;8251;27160;77070;19603;88641;208010;45879;10828;50953;25631;31557;26175
31.12.2015;37-Jährige;129262;158360;50340;30230;8012;26351;76173;19555;88356;205630;45251;10503;51057;25626;31753;25351
31.12.2015;38-Jährige;128783;157801;48636;29396;7972;25713;75352;18938;88037;206311;44919;10680;49636;24610;31780;24964
31.12.2015;39-Jährige;129013;155764;46471;26909;8056;25279;75457;16581;88624;207124;44426;10249;44346;22067;32028;22362
31.12.2015;40-Jährige;126748;153489;44169;25818;7861;23839;73601;15650;86913;202100;44030;10012;42349;21026;31444;21404
31.12.2015;41-Jährige;129771;155844;42899;25391;7677;23837;74945;15444;89696;205182;44573;10212;41707;21655;31707;22254
31.12.2015;42-Jährige;129280;155332;41688;26003;7837;23138;75375;15844;91775;208032;45460;10251;42272;22559;32880;22958
31.12.2015;43-Jährige;140011;168092;43284;29067;8276;24150;80591;17442;100466;224937;49589;11362;46363;25904;35832;25905
31.12.2015;44-Jährige;150908;181826;47470;34193;8849;25487;87203;20236;110709;246174;54627;12619;54191;30845;40350;29199
31.12.2015;45-Jährige;156763;188966;48173;34792;9168;26150;91063;20621;116198;257727;57316;13056;54232;31078;42238;29789
31.12.2015;46-Jährige;168329;204263;50301;36400;9813;27328;97973;21489;126067;282505;62205;14648;54530;32198;46933;30111
31.12.2015;47-Jährige;176119;212802;52763;38506;10408;29179;102594;22939;132572;295568;65938;15666;55713;33099;50060;30740
31.12.2015;48-Jährige;179934;217956;53022;40881;10516;29478;104301;24127;136773;303020;67785;16240;57519;34611;51923;31884
31.12.2015;49-Jährige;184042;219940;55293;43861;10817;29622;106466;26037;139514;310157;70395;16978;61044;36144;52233;34102
31.12.2015;50-Jährige;183231;218597;56890;45952;10837;28576;106577;27685;137860;308791;70628;17313;63490;37803;51357;35325
31.12.2015;51-Jährige;186051;221503;57783;47861;10781;28908;107309;29160;138951;312748;72207;17834;66260;39527;52016;37318
31.12.2015;52-Jährige;183675;218410;57444;49489;10552;27760;105514;30469;136873;306626;72138;17928;67158;40915;50396;38163
31.12.2015;53-Jährige;177522;211551;54687;49056;10344;25865;101219;30414;132183;294011;70360;17816;65985;40443;48177;37767
31.12.2015;54-Jährige;174144;208531;51936;48425;9871;24697;98692;30805;130658;288711;69981;18020;65839;40468;46948;39000
31.12.2015;55-Jährige;168746;199534;49583;46555;9586;24029;94989;30155;125009;281837;67675;17303;63246;39339;44653;37157
31.12.2015;56-Jährige;161653;192962;47425;45524;9371;22777;92145;29344;121307;274393;65476;17589;62777;38467;43448;37108
31.12.2015;57-Jährige;153551;183147;43530;41702;9020;21578;87343;27682;114141;260122;61986;16866;58024;36143;40787;34522
31.12.2015;58-Jährige;148997;177365;41825;40566;8964;20622;85075;26917;111768;253996;61272;16230;57734;35592;39678;34311
31.12.2015;59-Jährige;144893;170189;40925;40303;8471;19626;81862;26971;107298;244417;58616;15571;58689;36066;37457;35068
31.12.2015;60-Jährige;137030;160662;40396;40438;8236;18614;78296;27212;103073;234423;56643;14817;60612;36851;36377;35216
31.12.2015;61-Jährige;132394;156514;39820;39740;8026;18054;76455;27054;100889;228963;55559;14983;59944;36072;36069;34561
31.12.2015;62-Jährige;126733;150116;38982;39062;7693;17121;72756;26503;97273;217394;53886;14621;60285;36134;34660;34424
31.12.2015;63-Jährige;126272;150331;38218;38032;7672;17330;73213;25758;97941;214293;53362;14276;61212;35848;34400;34097
31.12.2015;64-Jährige;122094;145210;38630;36942;7709;16976;71619;24907;96400;206575;52175;13796;62485;34212;34583;33852
31.12.2015;65-Jährige;122352;146170;40142;34549;7645;17412;73211;23158;96670;205467;52586;13946;59890;33465;34821;32060
31.12.2015;66-Jährige;119744;142314;37401;29349;7667;17357;72529;19926;95319;204304;50680;14215;52305;29706;34675;28452
31.12.2015;67-Jährige;109983;135241;34132;25242;7144;16806;67833;17154;87799;186045;43700;12180;41778;25067;33844;24507
31.12.2015;68-Jährige;101842;131649;31888;24009;6830;16123;63298;15927;79953;170705;38558;9845;41622;24350;31330;23278
31.12.2015;69-Jährige;88722;115840;24771;16131;6696;14883;54012;10507;74193;155618;34306;7983;31167;19569;29286;19051
31.12.2015;70-Jährige;75832;92828;27846;19095;5340;13182;44688;11251;58496;130306;28567;7337;36609;19833;24072;17852
31.12.2015;71-Jährige;98275;119693;36362;28250;6619;16585;59203;16733;77817;168122;37297;9855;53011;27572;31706;25714
31.12.2015;72-Jährige;98643;118997;38162;30034;6824;16605;58294;18109;79705;167395;36954;9515;52056;28176;32539;25817
31.12.2015;73-Jährige;96435;114473;35835;28984;6752;15984;54993;17431;76514;161250;35706;9324;47805;27809;31041;23988
31.12.2015;74-Jährige;114984;138063;40952;35580;7521;18203;65488;21933;92182;190564;43993;11856;58970;33457;37009;30341
31.12.2015;75-Jährige;119156;144889;38652;35164;7780;18382;69174;21852;94635;202574;47028;12237;59780;33785;36966;32261
31.12.2015;76-Jährige;115841;140821;35599;33715;7410;17419;66410;21837;91382;196275;45572;12301;57434;32184;35943;30815
31.12.2015;77-Jährige;106221;124841;32379;30216;7008;16090;59643;19895;85455;181663;41730;11158;51286;28413;33054;26383
31.12.2015;78-Jährige;96182;111378;29814;27386;6350;14883;54372;17703;76725;167036;38161;10923;45549;25746;29508;23544
31.12.2015;79-Jährige;90264;102908;27513;25721;6001;13885;51122;16633;70553;155880;36114;10527;43529;24066;27018;22196
31.12.2015;80-Jährige;83173;93928;25631;24220;5431;13068;46857;15576;65093;145054;33249;9179;41763;22417;24643;20374
31.12.2015;81-Jährige;72157;83303;22863;21138;4789;10859;41435;13871;56963;130289;29314;7607;36822;19867;21305;18093
31.12.2015;82-Jährige;57566;66587;15533;15309;3457;8001;31749;10546;42508;97596;22538;6284;27347;14901;15077;13414
31.12.2015;83-Jährige;53548;63071;13814;14384;3286;7297;29298;9991;39988;91741;21110;6052;25093;13962;13741;12748
31.12.2015;84-Jährige;50617;58481;13222;13205;3112;7105;27770;8945;38493;87140;20282;5714;24438;13085;13178;11757
31.12.2015;85-Jährige;48515;55936;12794;12709;3005;7013;27363;8275;37134;85333;19629;5210;24301;12503;12462;11624
31.12.2015;86-Jährige;42951;49468;11460;10899;2729;6379;24470;7096;32621;75323;17424;4627;21769;10878;11196;9897
31.12.2015;87-Jährige;38092;43921;9799;9316;2519;5863;21770;5969;29378;66841;15573;4052;18717;9495;10200;8900
31.12.2015;88-Jährige;31494;37035;8108;7423;2135;4782;18326;4809;25016;55352;13019;3428;15074;7538;8532;7176
31.12.2015;89-Jährige;27306;32125;7223;6113;1804;4256;16105;3906;21121;47022;11320;2804;13326;6254;7254;6116
31.12.2015;90 Jahre und mehr;91908;107376;26240;19710;6635;15987;54997;12065;72649;154159;36801;9471;43923;20524;26472;19174
31.12.2015;Insgesamt;10879618;12843514;3520031;2484826;671489;1787408;6176172;1612362;7926599;17865516;4052803;995597;4084851;2245470;2858714;2170714
31.12.2016;unter 1 Jahr;107119;125473;40523;21205;6914;21046;60647;13441;73909;172548;37540;8211;37803;18153;25417;18350
31.12.2016;1-Jährige;103739;121079;38200;20611;6654;19479;58813;13742;71110;166215;36378;7849;37402;18053;24756;18439
31.12.2016;2-Jährige;101539;118885;37590;21542;6407;18781;57312;13509;71108;163872;35881;7860;37374;18214;24700;18643
31.12.2016;3-Jährige;98495;115493;35450;20843;5925;17684;55477;13421;68538;156907;34758;7377;36420;17911;24139;18365
31.12.2016;4-Jährige;97120;114598;35259;21451;5844;17096;55301;13609;68164;157345;34389;7497;36538;18114;24597;18286
31.12.2016;5-Jährige;95713;110733;33120;21313;5485;16093;55099;13473;67235;153612;34295;7715;35984;17736;23968;18075
31.12.2016;6-Jährige;98214;112119;33139;22345;5774;16236;55928;14125;69693;157851;34776;7670;36443;18060;25177;18440
31.12.2016;7-Jährige;97316;110561;32322;21825;5784;15849;55078;13867;69042;155713;34062;7586;35360;17862;24715;17672
31.12.2016;8-Jährige;99864;113781;32325;22340;5770;16172;56354;13882;71134;161221;35496;7825;35698;18380;25494;18168
31.12.2016;9-Jährige;100368;113634;31329;21807;5980;15778;56315;13367;71484;160698;35266;7719;34679;17776;25880;17690
31.12.2016;10-Jährige;99094;111525;29761;20850;5747;15432;55203;12967;70945;159436;34533;7701;33113;16989;25512;16690
31.12.2016;11-Jährige;101273;113605;29018;20560;5654;15416;56444;12657;72535;161770;35259;7973;33115;17255;25587;16959
31.12.2016;12-Jährige;103396;116535;28896;20941;5638;15229;57165;13221;75299;165885;36168;8106;33468;17188;26792;17507
31.12.2016;13-Jährige;103975;117654;27758;20825;5759;14909;56803;12942;75699;167448;36815;8074;32333;16693;27102;17038
31.12.2016;14-Jährige;105988;119690;27758;20548;5651;14747;57750;12670;78455;171304;37540;8450;31813;17286;27751;16955
31.12.2016;15-Jährige;108750;123067;27758;20484;6058;15032;59350;13018;81663;176158;39022;8752;31992;17517;28796;17444
31.12.2016;16-Jährige;115227;129806;28738;21798;6381;15924;62737;13433;86447;186002;41487;9296;33414;18204;30578;17703
31.12.2016;17-Jährige;118148;133821;28608;21280;6952;16285;63756;12839;87948;189125;42373;9748;32117;17813;31543;17302
31.12.2016;18-Jährige;123194;139671;29726;20177;7500;17140;66204;12561;90164;195318;44273;10002;31099;17224;31545;16851
31.12.2016;19-Jährige;131850;147333;32711;19080;7915;18784;70986;12767;93514;206378;46944;10678;31826;17713;32968;17079
31.12.2016;20-Jährige;132123;148087;34573;17884;8183;19817;70528;12225;92147;207106;46032;10657;31433;17174;32359;16541
31.12.2016;21-Jährige;131615;147771;35980;16121;8275;20133;69739;11233;90312;204816;45030;10405;29904;16266;30672;15599
31.12.2016;22-Jährige;133933;151033;38186;14936;8613;21745;71538;10617;90921;210415;46450;10821;29345;15921;31073;14780
31.12.2016;23-Jährige;138551;159326;41158;14642;9067;23052;73754;10973;93144;218803;48235;11337;30517;16190;31779;15329
31.12.2016;24-Jährige;140213;162488;44693;15444;9378;24549;75132;12007;92875;221863;49218;11728;32156;17152;31774;16437
31.12.2016;25-Jährige;144029;167153;49319;17541;9879;26522;77818;13473;94249;227295;50246;12057;37140;18843;32278;18289
31.12.2016;26-Jährige;151714;176788;60110;25697;10393;29699;82742;19707;98350;236071;51783;12369;52326;26603;33945;25716
31.12.2016;27-Jährige;148238;172779;63057;27272;10354;29977;82060;20404;95737;229235;50381;12087;53921;27060;32845;26099
31.12.2016;28-Jährige;151305;176986;65527;28493;10619;31576;83125;21256;97849;233661;51418;12307;55292;28092;33667;27718
31.12.2016;29-Jährige;145566;172455;65209;29310;10113;31006;81006;21564;95633;228094;49698;12146;56058;27801;32782;27774
31.12.2016;30-Jährige;144600;171634;64003;28756;9858;30617;79776;20769;93622;224361;48917;12047;53641;26829;31784;26989
31.12.2016;31-Jährige;139603;165004;62584;29545;9363;29735;76993;20610;90319;215985;47077;11384;53935;26660;30944;26587
31.12.2016;32-Jährige;139044;165112;60635;29307;9066;29642;78011;20068;89134;214701;47026;11224;52751;26642;30885;26639
31.12.2016;33-Jährige;138090;166200;59617;29666;9310;29286;77540;20204;90152;215223;47248;11414;53001;26854;31544;26832
31.12.2016;34-Jährige;141548;170597;59579;30352;9395;29393;80039;20506;92060;220468;48624;11608;53578;26493;32805;27431
31.12.2016;35-Jährige;140704;170084;58081;30372;8747;29267;79725;19786;92381;218399;48654;11501;51880;26319;32939;26624
31.12.2016;36-Jährige;141269;169064;56810;31548;8770;28945;80375;20286;93064;219825;48084;11515;52934;26898;33693;27370
31.12.2016;37-Jährige;133164;161849;52759;30487;8282;26890;77412;19700;89055;208096;46201;10886;50955;25670;32128;26130
31.12.2016;38-Jährige;130064;159266;50173;30739;8000;26054;76405;19620;88907;205964;45628;10589;51010;25634;32267;25270
31.12.2016;39-Jährige;129512;158615;48619;29795;8000;25503;75611;18978;88403;206439;45224;10707;49668;24668;32278;24851
31.12.2016;40-Jährige;129611;156790;46334;27304;8056;25175;75767;16604;88908;207118;44692;10316;44338;22051;32454;22359
31.12.2016;41-Jährige;127431;154059;44087;26110;7877;23803;73753;15725;87106;202220;44324;10048;42315;21098;31810;21357
31.12.2016;42-Jährige;130377;156716;42836;25651;7768;23709;75022;15496;89901;205149;44755;10220;41747;21659;32079;22099
31.12.2016;43-Jährige;129828;156001;41493;26306;7858;23119;75472;15968;92031;207929;45734;10299;42326;22542;33199;22919
31.12.2016;44-Jährige;140327;168561;43132;29263;8312;23989;80750;17459;100549;224831;49804;11422;46309;25945;36203;25922
31.12.2016;45-Jährige;151190;182221;47393;34342;8817;25508;87327;20231;110814;245999;54682;12659;54142;30779;40568;29138
31.12.2016;46-Jährige;157083;189377;47954;34989;9191;26084;91074;20654;116125;257320;57396;13050;54164;31075;42486;29720
31.12.2016;47-Jährige;168406;204491;50086;36576;9795;27157;97827;21506;125983;281851;62228;14649;54431;32144;47201;30000
31.12.2016;48-Jährige;176226;212958;52506;38671;10404;29014;102539;22960;132452;294811;66027;15680;55565;33044;50281;30633
31.12.2016;49-Jährige;179986;218069;52786;40921;10499;29315;104111;24140;136654;302104;67785;16240;57392;34525;51993;31738
31.12.2016;50-Jährige;183958;219621;55002;43941;10840;29446;106166;26102;139218;309087;70447;16982;60861;36014;52322;33950
31.12.2016;51-Jährige;183024;218183;56597;45929;10799;28414;106323;27685;137679;307579;70549;17300;63370;37738;51432;35152
31.12.2016;52-Jährige;185624;221217;57440;47841;10741;28696;106886;29156;138538;311376;72102;17799;65996;39371;52031;37137
31.12.2016;53-Jährige;183127;217937;57083;49473;10512;27484;105014;30392;136535;305210;72101;17862;66905;40682;50424;37991
31.12.2016;54-Jährige;176902;210795;54248;49004;10295;25647;100695;30312;131694;292551;70228;17721;65725;40249;48234;37614
31.12.2016;55-Jährige;173464;207736;51543;48295;9825;24503;98095;30752;130127;286880;69755;17951;65554;40232;46899;38797
31.12.2016;56-Jährige;168022;198781;49165;46464;9563;23793;94462;30032;124423;280062;67469;17291;62950;39080;44657;36906
31.12.2016;57-Jährige;160893;192026;47006;45355;9313;22524;91558;29239;120596;272451;65165;17518;62489;38222;43341;36859
31.12.2016;58-Jährige;152693;182238;43136;41522;8930;21344;86613;27528;113450;258120;61692;16799;57665;35866;40674;34314
31.12.2016;59-Jährige;147955;176209;41423;40362;8916;20363;84425;26779;111107;251633;60876;16112;57377;35302;39556;34064
31.12.2016;60-Jährige;143813;169007;40503;40097;8401;19388;81095;26843;106530;242101;58316;15493;58276;35727;37299;34764
31.12.2016;61-Jährige;135913;159494;39956;40181;8170;18381;77490;27059;102352;231940;56239;14684;60212;36546;36255;34900
31.12.2016;62-Jährige;131255;155277;39375;39441;7940;17810;75644;26899;100102;226443;55066;14833;59445;35739;36013;34235
31.12.2016;63-Jährige;125424;148642;38402;38758;7581;16869;71898;26390;96450;214678;53427;14469;59803;35761;34485;34110
31.12.2016;64-Jährige;124842;148816;37644;37722;7553;17071;72333;25620;97128;211328;52889;14128;60732;35392;34240;33753
31.12.2016;65-Jährige;120615;143549;38061;36571;7589;16673;70607;24706;95462;203629;51606;13614;61867;33720;34377;33471
31.12.2016;66-Jährige;120745;144406;39472;34233;7541;17116;72122;22938;95494;202261;52017;13753;59258;33018;34597;31666
31.12.2016;67-Jährige;118088;140506;36762;29021;7579;17044;71482;19724;94021;200924;50029;14031;51685;29250;34347;28054
31.12.2016;68-Jährige;108401;133395;33490;24881;7046;16504;66831;16917;86575;182961;43094;11983;41273;24645;33451;24114
31.12.2016;69-Jährige;100251;129770;31281;23658;6725;15825;62296;15717;78735;167736;37945;9698;41072;23943;30890;22897
31.12.2016;70-Jährige;87234;113868;24262;15894;6568;14563;52975;10369;72943;152534;33742;7824;30674;19192;28822;18699
31.12.2016;71-Jährige;74459;91251;27249;18737;5225;12934;43809;11085;57353;127604;28008;7187;36031;19447;23658;17508
31.12.2016;72-Jährige;96400;117490;35605;27752;6468;16188;57946;16394;76269;164452;36562;9661;52107;26962;31090;25246
31.12.2016;73-Jährige;96723;116582;37316;29503;6645;16183;56962;17780;77938;163571;36137;9270;51064;27535;31912;25287
31.12.2016;74-Jährige;94361;112022;34854;28355;6581;15610;53644;17019;74740;157294;34954;9065;46854;27108;30321;23447
31.12.2016;75-Jährige;112338;134900;39798;34696;7319;17736;63822;21371;89808;185401;42838;11528;57634;32543;36181;29577
31.12.2016;76-Jährige;116135;141151;37473;34269;7534;17886;67221;21233;92018;196610;45724;11845;58296;32767;35957;31365
31.12.2016;77-Jährige;112686;136991;34497;32763;7146;16826;64430;21140;88577;189909;44187;11901;55808;31114;34907;29890
31.12.2016;78-Jährige;102884;120866;31267;29176;6761;15503;57692;19195;82526;175160;40205;10717;49565;27322;31917;25416
31.12.2016;79-Jährige;92781;107440;28633;26363;6103;14290;52319;16979;73738;160361;36639;10486;43951;24612;28458;22486
31.12.2016;80-Jährige;86654;98544;26284;24636;5772;13312;48920;15865;67372;148831;34530;10060;41764;22900;25890;21156
31.12.2016;81-Jährige;79371;89508;24362;23019;5166;12397;44585;14807;61869;137487;31570;8708;39715;21206;23425;19359
31.12.2016;82-Jährige;68342;78766;21593;19937;4456;10227;39129;13028;53755;122746;27590;7134;34860;18647;20175;16967
31.12.2016;83-Jährige;54147;62482;14549;14353;3236;7478;29714;9853;39738;91163;21054;5869;25642;13891;14179;12495
31.12.2016;84-Jährige;49903;58656;12831;13383;3036;6793;27164;9223;37170;84821;19570;5596;23241;12826;12732;11787
31.12.2016;85-Jährige;46738;53747;12167;12139;2839;6533;25539;8212;35339;79792;18491;5230;22472;11900;12135;10688
31.12.2016;86-Jährige;44202;50916;11692;11560;2703;6370;24990;7444;33708;77281;17785;4669;22072;11241;11342;10437
31.12.2016;87-Jährige;38564;44347;10340;9829;2431;5742;21899;6337;29027;67319;15615;4126;19533;9645;10031;8796
31.12.2016;88-Jährige;33756;38770;8764;8270;2208;5139;19236;5279;25846;58708;13723;3527;16540;8311;9026;7807
31.12.2016;89-Jährige;27416;32114;7130;6481;1852;4149;15949;4132;21671;48051;11322;2956;13174;6484;7431;6166
31.12.2016;90 Jahre und mehr;96058;112138;27307;20919;6811;16291;57415;12899;75141;161097;38939;9810;46106;21330;27081;20255
31.12.2016;Insgesamt;10951893;12930751;3574830;2494648;678753;1810438;6213088;1610674;7945685;17890100;4066053;996651;4081783;2236252;2881926;2158128
31.12.2017;unter 1 Jahr;107493;126627;39906;20713;6859;20789;60832;13109;73313;171522;37603;8281;36881;17902;25212;18032
31.12.2017;1-Jährige;108471;126688;40070;21896;6842;20758;61484;13674;74860;174010;38134;8283;38070;18451;25829;18629
31.12.2017;2-Jährige;104970;122312;37994;21287;6651;19374;59412;13997;72122;167692;37051;7959;37682;18315;25132;18678
31.12.2017;3-Jährige;102731;119982;37325;22202;6393;18716;57911;13736;72135;165218;36459;7984;37625;18472;25160;18819
