"firstname","count","district","sex","strata"
"Jolena",1,"tempelhof-schöneberg","f","f-Jolena"
"Kastiel",1,"tempelhof-schöneberg","m","m-Kastiel"
"Jolene",1,"tempelhof-schöneberg","f","f-Jolene"
"Kauan",1,"tempelhof-schöneberg","m","m-Kauan"
"Joline",1,"tempelhof-schöneberg","f","f-Joline"
"Kavinash",1,"tempelhof-schöneberg","m","m-Kavinash"
"Jood",1,"tempelhof-schöneberg","f","f-Jood"
"Kay",1,"tempelhof-schöneberg","m","m-Kay"
"Jore",1,"tempelhof-schöneberg","f","f-Jore"
"Kemo",1,"tempelhof-schöneberg","m","m-Kemo"
"Jou",1,"tempelhof-schöneberg","f","f-Jou"
"Ken",1,"tempelhof-schöneberg","m","m-Ken"
"Jouline",1,"tempelhof-schöneberg","f","f-Jouline"
"Keno",1,"tempelhof-schöneberg","m","m-Keno"
"Joy-Mila",1,"tempelhof-schöneberg","f","f-Joy-Mila"
"Keri",1,"tempelhof-schöneberg","m","m-Keri"
"Jozefina",1,"tempelhof-schöneberg","f","f-Jozefina"
"Kersten",1,"tempelhof-schöneberg","m","m-Kersten"
"Judith",1,"tempelhof-schöneberg","f","f-Judith"
"Khalid",1,"tempelhof-schöneberg","m","m-Khalid"
"Julena",1,"tempelhof-schöneberg","f","f-Julena"
"Khedir-Karim",1,"tempelhof-schöneberg","m","m-Khedir-Karim"
"Julene",1,"tempelhof-schöneberg","f","f-Julene"
"Kien",1,"tempelhof-schöneberg","m","m-Kien"
"Julieta",1,"tempelhof-schöneberg","f","f-Julieta"
"Kimi",1,"tempelhof-schöneberg","m","m-Kimi"
"Julika",1,"tempelhof-schöneberg","f","f-Julika"
"Kingston",1,"tempelhof-schöneberg","m","m-Kingston"
"Junah",1,"tempelhof-schöneberg","f","f-Junah"
"Kıyas",1,"tempelhof-schöneberg","m","m-Kıyas"
"Junie",1,"tempelhof-schöneberg","f","f-Junie"
"Kjare",1,"tempelhof-schöneberg","m","m-Kjare"
"Juniper",1,"tempelhof-schöneberg","f","f-Juniper"
"Klara",1,"tempelhof-schöneberg","m","m-Klara"
"Jutta",1,"tempelhof-schöneberg","f","f-Jutta"
"Klemens",1,"tempelhof-schöneberg","m","m-Klemens"
"Jördis",1,"tempelhof-schöneberg","f","f-Jördis"
"Kley-Gomez",1,"tempelhof-schöneberg","m","m-Kley-Gomez"
"Jüliet",1,"tempelhof-schöneberg","f","f-Jüliet"
"Kobi",1,"tempelhof-schöneberg","m","m-Kobi"
"Ka",1,"tempelhof-schöneberg","f","f-Ka"
"Kodzo",1,"tempelhof-schöneberg","m","m-Kodzo"
"Kafiye",1,"tempelhof-schöneberg","f","f-Kafiye"
"Koen",1,"tempelhof-schöneberg","m","m-Koen"
"Kaia",1,"tempelhof-schöneberg","f","f-Kaia"
"Korbinian",1,"tempelhof-schöneberg","m","m-Korbinian"
"Kaija",1,"tempelhof-schöneberg","f","f-Kaija"
"Kornel",1,"tempelhof-schöneberg","m","m-Kornel"
"Kaitlyn",1,"tempelhof-schöneberg","f","f-Kaitlyn"
"Krasimirov",1,"tempelhof-schöneberg","m","m-Krasimirov"
"Kalia",1,"tempelhof-schöneberg","f","f-Kalia"
"Kristians",1,"tempelhof-schöneberg","m","m-Kristians"
"Kamila",1,"tempelhof-schöneberg","f","f-Kamila"
"Krzysztof",1,"tempelhof-schöneberg","m","m-Krzysztof"
"Karina",1,"tempelhof-schöneberg","f","f-Karina"
"Kuba",1,"tempelhof-schöneberg","m","m-Kuba"
"Karlie",1,"tempelhof-schöneberg","f","f-Karlie"
"Kwabena",1,"tempelhof-schöneberg","m","m-Kwabena"
"Karolin",1,"tempelhof-schöneberg","f","f-Karolin"
"Kwaku",1,"tempelhof-schöneberg","m","m-Kwaku"
"Karolina",1,"tempelhof-schöneberg","f","f-Karolina"
"Kweku",1,"tempelhof-schöneberg","m","m-Kweku"
"Kassiopeia",1,"tempelhof-schöneberg","f","f-Kassiopeia"
"Kylian",1,"tempelhof-schöneberg","m","m-Kylian"
"Katarzyna",1,"tempelhof-schöneberg","f","f-Katarzyna"
"Kåre",1,"tempelhof-schöneberg","m","m-Kåre"
"Katelyn",1,"tempelhof-schöneberg","f","f-Katelyn"
"Labian",1,"tempelhof-schöneberg","m","m-Labian"
"Katerina",1,"tempelhof-schöneberg","f","f-Katerina"
"Lamin",1,"tempelhof-schöneberg","m","m-Lamin"
"Kavini",1,"tempelhof-schöneberg","f","f-Kavini"
"Lance",1,"tempelhof-schöneberg","m","m-Lance"
"Kavisna",1,"tempelhof-schöneberg","f","f-Kavisna"
"Larus",1,"tempelhof-schöneberg","m","m-Larus"
"Kaya",1,"tempelhof-schöneberg","f","f-Kaya"
"Laszlo",1,"tempelhof-schöneberg","m","m-Laszlo"
"Kayra-Nisa",1,"tempelhof-schöneberg","f","f-Kayra-Nisa"
"Laurent",1,"tempelhof-schöneberg","m","m-Laurent"
"Kebron",1,"tempelhof-schöneberg","f","f-Kebron"
"Laurenz",1,"tempelhof-schöneberg","m","m-Laurenz"
"Kecia",1,"tempelhof-schöneberg","f","f-Kecia"
"Lauritz",1,"tempelhof-schöneberg","m","m-Lauritz"
"Kenna",1,"tempelhof-schöneberg","f","f-Kenna"
"Lawend",1,"tempelhof-schöneberg","m","m-Lawend"
"Keyla",1,"tempelhof-schöneberg","f","f-Keyla"
"Layth",1,"tempelhof-schöneberg","m","m-Layth"
"Khadija",1,"tempelhof-schöneberg","f","f-Khadija"
"Lazar",1,"tempelhof-schöneberg","m","m-Lazar"
"Khadije",1,"tempelhof-schöneberg","f","f-Khadije"
"Leberecht",1,"tempelhof-schöneberg","m","m-Leberecht"
"Khansa",1,"tempelhof-schöneberg","f","f-Khansa"
"Leeroy",1,"tempelhof-schöneberg","m","m-Leeroy"
"Kiana",1,"tempelhof-schöneberg","f","f-Kiana"
"Leeven-Glen",1,"tempelhof-schöneberg","m","m-Leeven-Glen"
"Kiko",1,"tempelhof-schöneberg","f","f-Kiko"
"Lemi",1,"tempelhof-schöneberg","m","m-Lemi"
"Kimi",1,"tempelhof-schöneberg","f","f-Kimi"
"Lemuel",1,"tempelhof-schöneberg","m","m-Lemuel"
"Kira",1,"tempelhof-schöneberg","f","f-Kira"
"Len",1,"tempelhof-schöneberg","m","m-Len"
"Kiymet",1,"tempelhof-schöneberg","f","f-Kiymet"
"Lenka",1,"tempelhof-schöneberg","m","m-Lenka"
"Klaudia",1,"tempelhof-schöneberg","f","f-Klaudia"
"Lenn-Luis",1,"tempelhof-schöneberg","m","m-Lenn-Luis"
"Klee",1,"tempelhof-schöneberg","f","f-Klee"
"Lennet",1,"tempelhof-schöneberg","m","m-Lennet"
"Kora",1,"tempelhof-schöneberg","f","f-Kora"
"Lenny",1,"tempelhof-schöneberg","m","m-Lenny"
"Kosar",1,"tempelhof-schöneberg","f","f-Kosar"
"Leone",1,"tempelhof-schöneberg","m","m-Leone"
"Krystyna",1,"tempelhof-schöneberg","f","f-Krystyna"
"Leonel",1,"tempelhof-schöneberg","m","m-Leonel"
"Kumsal",1,"tempelhof-schöneberg","f","f-Kumsal"
"Leonis",1,"tempelhof-schöneberg","m","m-Leonis"
"Kwarley",1,"tempelhof-schöneberg","f","f-Kwarley"
"Leroy",1,"tempelhof-schöneberg","m","m-Leroy"
"Kyra",1,"tempelhof-schöneberg","f","f-Kyra"
"Leszek",1,"tempelhof-schöneberg","m","m-Leszek"
"Kübra",1,"tempelhof-schöneberg","f","f-Kübra"
"Levy",1,"tempelhof-schöneberg","m","m-Levy"
"la",1,"tempelhof-schöneberg","f","f-la"
"Levyan",1,"tempelhof-schöneberg","m","m-Levyan"
"Lachezar",1,"tempelhof-schöneberg","f","f-Lachezar"
"Lew",1,"tempelhof-schöneberg","m","m-Lew"
"Lacramioara",1,"tempelhof-schöneberg","f","f-Lacramioara"
"Lewend",1,"tempelhof-schöneberg","m","m-Lewend"
"Lacy",1,"tempelhof-schöneberg","f","f-Lacy"
"Liam-Elias",1,"tempelhof-schöneberg","m","m-Liam-Elias"
"Laetizia",1,"tempelhof-schöneberg","f","f-Laetizia"
"Lias",1,"tempelhof-schöneberg","m","m-Lias"
"Laian",1,"tempelhof-schöneberg","f","f-Laian"
"Licus",1,"tempelhof-schöneberg","m","m-Licus"
"Laila",1,"tempelhof-schöneberg","f","f-Laila"
"Lillebror",1,"tempelhof-schöneberg","m","m-Lillebror"
"Laima",1,"tempelhof-schöneberg","f","f-Laima"
"Linas",1,"tempelhof-schöneberg","m","m-Linas"
"Lale-Gül",1,"tempelhof-schöneberg","f","f-Lale-Gül"
"Linus-Matthias",1,"tempelhof-schöneberg","m","m-Linus-Matthias"
"Lamar",1,"tempelhof-schöneberg","f","f-Lamar"
"Lionel",1,"tempelhof-schöneberg","m","m-Lionel"
"Lamia",1,"tempelhof-schöneberg","f","f-Lamia"
"Lior",1,"tempelhof-schöneberg","m","m-Lior"
"Lan",1,"tempelhof-schöneberg","f","f-Lan"
"Lirian",1,"tempelhof-schöneberg","m","m-Lirian"
"Lani",1,"tempelhof-schöneberg","f","f-Lani"
"Lisbon",1,"tempelhof-schöneberg","m","m-Lisbon"
"Laoueng",1,"tempelhof-schöneberg","f","f-Laoueng"
"Loay",1,"tempelhof-schöneberg","m","m-Loay"
"Larin",1,"tempelhof-schöneberg","f","f-Larin"
"Loic",1,"tempelhof-schöneberg","m","m-Loic"
"Latika",1,"tempelhof-schöneberg","f","f-Latika"
"Loki",1,"tempelhof-schöneberg","m","m-Loki"
"Laura-Sophie",1,"tempelhof-schöneberg","f","f-Laura-Sophie"
"Lorenzo",1,"tempelhof-schöneberg","m","m-Lorenzo"
"Lauren",1,"tempelhof-schöneberg","f","f-Lauren"
"Loris",1,"tempelhof-schöneberg","m","m-Loris"
"Lavena",1,"tempelhof-schöneberg","f","f-Lavena"
"Loui",1,"tempelhof-schöneberg","m","m-Loui"
"Layal",1,"tempelhof-schöneberg","f","f-Layal"
"Louis-Viktor",1,"tempelhof-schöneberg","m","m-Louis-Viktor"
"Layali",1,"tempelhof-schöneberg","f","f-Layali"
"Lovre",1,"tempelhof-schöneberg","m","m-Lovre"
"Layan",1,"tempelhof-schöneberg","f","f-Layan"
"Loé",1,"tempelhof-schöneberg","m","m-Loé"
"Layen",1,"tempelhof-schöneberg","f","f-Layen"
"Loïck",1,"tempelhof-schöneberg","m","m-Loïck"
"Lc",1,"tempelhof-schöneberg","f","f-Lc"
"Lu",1,"tempelhof-schöneberg","m","m-Lu"
"Le",1,"tempelhof-schöneberg","f","f-Le"
"Luc",1,"tempelhof-schöneberg","m","m-Luc"
"Lea-Joline",1,"tempelhof-schöneberg","f","f-Lea-Joline"
"Luca-Joel",1,"tempelhof-schöneberg","m","m-Luca-Joel"
"Lea-Sophie",1,"tempelhof-schöneberg","f","f-Lea-Sophie"
"Lucian",1,"tempelhof-schöneberg","m","m-Lucian"
"Leeni",1,"tempelhof-schöneberg","f","f-Leeni"
"Luciano",1,"tempelhof-schöneberg","m","m-Luciano"
"Leia",1,"tempelhof-schöneberg","f","f-Leia"
"Lucifer",1,"tempelhof-schöneberg","m","m-Lucifer"
"Leigh",1,"tempelhof-schöneberg","f","f-Leigh"
"Lucio",1,"tempelhof-schöneberg","m","m-Lucio"
"Leila",1,"tempelhof-schöneberg","f","f-Leila"
"Lucius",1,"tempelhof-schöneberg","m","m-Lucius"
"Leire",1,"tempelhof-schöneberg","f","f-Leire"
"Lupo",1,"tempelhof-schöneberg","m","m-Lupo"
"Lejla",1,"tempelhof-schöneberg","f","f-Lejla"
"Lurnit",1,"tempelhof-schöneberg","m","m-Lurnit"
"Lela",1,"tempelhof-schöneberg","f","f-Lela"
"Lyron",1,"tempelhof-schöneberg","m","m-Lyron"
"Lelia",1,"tempelhof-schöneberg","f","f-Lelia"
"Léo",1,"tempelhof-schöneberg","m","m-Léo"
"Lemangül",1,"tempelhof-schöneberg","f","f-Lemangül"
"Maalik",1,"tempelhof-schöneberg","m","m-Maalik"
"Lenaya",1,"tempelhof-schöneberg","f","f-Lenaya"
"Maani",1,"tempelhof-schöneberg","m","m-Maani"
"Lenka",1,"tempelhof-schöneberg","f","f-Lenka"
"Maceo",1,"tempelhof-schöneberg","m","m-Maceo"
"Lenora",1,"tempelhof-schöneberg","f","f-Lenora"
"Maciej",1,"tempelhof-schöneberg","m","m-Maciej"
"Leonida",1,"tempelhof-schöneberg","f","f-Leonida"
"Maciek",1,"tempelhof-schöneberg","m","m-Maciek"
"Leonie-Sophie",1,"tempelhof-schöneberg","f","f-Leonie-Sophie"
"Madjou",1,"tempelhof-schöneberg","m","m-Madjou"
"Leonita",1,"tempelhof-schöneberg","f","f-Leonita"
"Mafaro",1,"tempelhof-schöneberg","m","m-Mafaro"
"Leonor",1,"tempelhof-schöneberg","f","f-Leonor"
"Mahdi",1,"tempelhof-schöneberg","m","m-Mahdi"
"Leony",1,"tempelhof-schöneberg","f","f-Leony"
"Mahmud",1,"tempelhof-schöneberg","m","m-Mahmud"
"Leticia",1,"tempelhof-schöneberg","f","f-Leticia"
"Maikel",1,"tempelhof-schöneberg","m","m-Maikel"
"Lewa",1,"tempelhof-schöneberg","f","f-Lewa"
"Makafui",1,"tempelhof-schöneberg","m","m-Makafui"
"Lia-Lucia",1,"tempelhof-schöneberg","f","f-Lia-Lucia"
"Maksymilian",1,"tempelhof-schöneberg","m","m-Maksymilian"
"Liah",1,"tempelhof-schöneberg","f","f-Liah"
"Malek",1,"tempelhof-schöneberg","m","m-Malek"
"Lianh",1,"tempelhof-schöneberg","f","f-Lianh"
"Maliq",1,"tempelhof-schöneberg","m","m-Maliq"
"Lias",1,"tempelhof-schöneberg","f","f-Lias"
"Malke",1,"tempelhof-schöneberg","m","m-Malke"
"Lidija",1,"tempelhof-schöneberg","f","f-Lidija"
"Malo",1,"tempelhof-schöneberg","m","m-Malo"
"Lieschen",1,"tempelhof-schöneberg","f","f-Lieschen"
"Malthe",1,"tempelhof-schöneberg","m","m-Malthe"
"Liese",1,"tempelhof-schöneberg","f","f-Liese"
"Mamane",1,"tempelhof-schöneberg","m","m-Mamane"
"Liesl",1,"tempelhof-schöneberg","f","f-Liesl"
"Mamoun",1,"tempelhof-schöneberg","m","m-Mamoun"
"Lijana",1,"tempelhof-schöneberg","f","f-Lijana"
"Manel",1,"tempelhof-schöneberg","m","m-Manel"
"Lili",1,"tempelhof-schöneberg","f","f-Lili"
"Manolo",1,"tempelhof-schöneberg","m","m-Manolo"
"Lilian",1,"tempelhof-schöneberg","f","f-Lilian"
"Manou",1,"tempelhof-schöneberg","m","m-Manou"
"Lilien",1,"tempelhof-schöneberg","f","f-Lilien"
"Marc",1,"tempelhof-schöneberg","m","m-Marc"
"Lilla",1,"tempelhof-schöneberg","f","f-Lilla"
"Marcelo",1,"tempelhof-schöneberg","m","m-Marcelo"
"Lillien",1,"tempelhof-schöneberg","f","f-Lillien"
"Marcus",1,"tempelhof-schöneberg","m","m-Marcus"
"Lilligret",1,"tempelhof-schöneberg","f","f-Lilligret"
"Mardahl",1,"tempelhof-schöneberg","m","m-Mardahl"
"Lillith",1,"tempelhof-schöneberg","f","f-Lillith"
"Marian",1,"tempelhof-schöneberg","m","m-Marian"
"Lillyana",1,"tempelhof-schöneberg","f","f-Lillyana"
"Marianov",1,"tempelhof-schöneberg","m","m-Marianov"
"Lilén",1,"tempelhof-schöneberg","f","f-Lilén"
"Marino",1,"tempelhof-schöneberg","m","m-Marino"
"Lin",1,"tempelhof-schöneberg","f","f-Lin"
"Mario",1,"tempelhof-schöneberg","m","m-Mario"
"Lina-Helene",1,"tempelhof-schöneberg","f","f-Lina-Helene"
"Mark",1,"tempelhof-schöneberg","m","m-Mark"
"Line",1,"tempelhof-schöneberg","f","f-Line"
"Marko",1,"tempelhof-schöneberg","m","m-Marko"
"Linnéa",1,"tempelhof-schöneberg","f","f-Linnéa"
"Marley",1,"tempelhof-schöneberg","m","m-Marley"
"Lisa-Marie",1,"tempelhof-schöneberg","f","f-Lisa-Marie"
"Marley-Rey",1,"tempelhof-schöneberg","m","m-Marley-Rey"
"Liseli",1,"tempelhof-schöneberg","f","f-Liseli"
"Marlo",1,"tempelhof-schöneberg","m","m-Marlo"
"Liva",1,"tempelhof-schöneberg","f","f-Liva"
"Martino",1,"tempelhof-schöneberg","m","m-Martino"
"Liva-Alexia",1,"tempelhof-schöneberg","f","f-Liva-Alexia"
"Martí",1,"tempelhof-schöneberg","m","m-Martí"
"Livnah",1,"tempelhof-schöneberg","f","f-Livnah"
"Martín",1,"tempelhof-schöneberg","m","m-Martín"
"Livvy",1,"tempelhof-schöneberg","f","f-Livvy"
"Marwin",1,"tempelhof-schöneberg","m","m-Marwin"
"Liyah",1,"tempelhof-schöneberg","f","f-Liyah"
"Mason",1,"tempelhof-schöneberg","m","m-Mason"
"Loan",1,"tempelhof-schöneberg","f","f-Loan"
"Masoud",1,"tempelhof-schöneberg","m","m-Masoud"
"Loki",1,"tempelhof-schöneberg","f","f-Loki"
"Mathieu",1,"tempelhof-schöneberg","m","m-Mathieu"
"Loni",1,"tempelhof-schöneberg","f","f-Loni"
"Matias",1,"tempelhof-schöneberg","m","m-Matias"
"Loraya",1,"tempelhof-schöneberg","f","f-Loraya"
"Matija",1,"tempelhof-schöneberg","m","m-Matija"
"Lorelei",1,"tempelhof-schöneberg","f","f-Lorelei"
"Matin",1,"tempelhof-schöneberg","m","m-Matin"
"Lorenza",1,"tempelhof-schöneberg","f","f-Lorenza"
"Matou",1,"tempelhof-schöneberg","m","m-Matou"
"Louana",1,"tempelhof-schöneberg","f","f-Louana"
"Matt",1,"tempelhof-schöneberg","m","m-Matt"
"Lovisa",1,"tempelhof-schöneberg","f","f-Lovisa"
"Matthes",1,"tempelhof-schöneberg","m","m-Matthes"
"Lu",1,"tempelhof-schöneberg","f","f-Lu"
"Matthew",1,"tempelhof-schöneberg","m","m-Matthew"
"Luciana",1,"tempelhof-schöneberg","f","f-Luciana"
"Matthis",1,"tempelhof-schöneberg","m","m-Matthis"
"Lucin",1,"tempelhof-schöneberg","f","f-Lucin"
"Mattia",1,"tempelhof-schöneberg","m","m-Mattia"
"Lucy-Mia",1,"tempelhof-schöneberg","f","f-Lucy-Mia"
"Matty",1,"tempelhof-schöneberg","m","m-Matty"
"Lugain",1,"tempelhof-schöneberg","f","f-Lugain"
"Maurice",1,"tempelhof-schöneberg","m","m-Maurice"
"Lujain",1,"tempelhof-schöneberg","f","f-Lujain"
"Mawete",1,"tempelhof-schöneberg","m","m-Mawete"
"Lujane",1,"tempelhof-schöneberg","f","f-Lujane"
"Mawuli",1,"tempelhof-schöneberg","m","m-Mawuli"
"Lumi",1,"tempelhof-schöneberg","f","f-Lumi"
"Maximiljan",1,"tempelhof-schöneberg","m","m-Maximiljan"
"Luna-Anisa",1,"tempelhof-schöneberg","f","f-Luna-Anisa"
"Maximo",1,"tempelhof-schöneberg","m","m-Maximo"
"Lupine",1,"tempelhof-schöneberg","f","f-Lupine"
"Maysam",1,"tempelhof-schöneberg","m","m-Maysam"
"Lusiyana",1,"tempelhof-schöneberg","f","f-Lusiyana"
"Maél",1,"tempelhof-schöneberg","m","m-Maél"
"Lutf",1,"tempelhof-schöneberg","f","f-Lutf"
"Meezy",1,"tempelhof-schöneberg","m","m-Meezy"
"Luzcia",1,"tempelhof-schöneberg","f","f-Luzcia"
"Mehmedov",1,"tempelhof-schöneberg","m","m-Mehmedov"
"Luísa",1,"tempelhof-schöneberg","f","f-Luísa"
"Melih",1,"tempelhof-schöneberg","m","m-Melih"
"Lydie",1,"tempelhof-schöneberg","f","f-Lydie"
"Melvin",1,"tempelhof-schöneberg","m","m-Melvin"
"Lykka",1,"tempelhof-schöneberg","f","f-Lykka"
"Mendel",1,"tempelhof-schöneberg","m","m-Mendel"
"Lyn",1,"tempelhof-schöneberg","f","f-Lyn"
"Meriton",1,"tempelhof-schöneberg","m","m-Meriton"
"Lys",1,"tempelhof-schöneberg","f","f-Lys"
"Merlin",1,"tempelhof-schöneberg","m","m-Merlin"
"Lázara",1,"tempelhof-schöneberg","f","f-Lázara"
"Mesut",1,"tempelhof-schöneberg","m","m-Mesut"
"Léonie",1,"tempelhof-schöneberg","f","f-Léonie"
"Metin",1,"tempelhof-schöneberg","m","m-Metin"
"Létizia",1,"tempelhof-schöneberg","f","f-Létizia"
"Michal",1,"tempelhof-schöneberg","m","m-Michal"
"Madeline",1,"tempelhof-schöneberg","f","f-Madeline"
"Michał",1,"tempelhof-schöneberg","m","m-Michał"
"Madikken",1,"tempelhof-schöneberg","f","f-Madikken"
"Mihailo",1,"tempelhof-schöneberg","m","m-Mihailo"
"Madison",1,"tempelhof-schöneberg","f","f-Madison"
"Mihajlo",1,"tempelhof-schöneberg","m","m-Mihajlo"
"Madita",1,"tempelhof-schöneberg","f","f-Madita"
"Mihăiţă",1,"tempelhof-schöneberg","m","m-Mihăiţă"
"Madlen",1,"tempelhof-schöneberg","f","f-Madlen"
"Mijat",1,"tempelhof-schöneberg","m","m-Mijat"
"Mae",1,"tempelhof-schöneberg","f","f-Mae"
"Mikael",1,"tempelhof-schöneberg","m","m-Mikael"
"Mafalda",1,"tempelhof-schöneberg","f","f-Mafalda"
"Mike",1,"tempelhof-schöneberg","m","m-Mike"
"Magali",1,"tempelhof-schöneberg","f","f-Magali"
"Mikey",1,"tempelhof-schöneberg","m","m-Mikey"
"Magalie",1,"tempelhof-schöneberg","f","f-Magalie"
"Mikko",1,"tempelhof-schöneberg","m","m-Mikko"
"Magd",1,"tempelhof-schöneberg","f","f-Magd"
"Mikołay",1,"tempelhof-schöneberg","m","m-Mikołay"
"Maggie",1,"tempelhof-schöneberg","f","f-Maggie"
"Milad",1,"tempelhof-schöneberg","m","m-Milad"
"Mahdieh",1,"tempelhof-schöneberg","f","f-Mahdieh"
"Milas",1,"tempelhof-schöneberg","m","m-Milas"
"Mahmoud",1,"tempelhof-schöneberg","f","f-Mahmoud"
"Mile",1,"tempelhof-schöneberg","m","m-Mile"
"Mahssa",1,"tempelhof-schöneberg","f","f-Mahssa"
"Milne",1,"tempelhof-schöneberg","m","m-Milne"
"Mai",1,"tempelhof-schöneberg","f","f-Mai"
"Milon",1,"tempelhof-schöneberg","m","m-Milon"
"Mailin",1,"tempelhof-schöneberg","f","f-Mailin"
"Milosz",1,"tempelhof-schöneberg","m","m-Milosz"
"Maimouna",1,"tempelhof-schöneberg","f","f-Maimouna"
"Minato",1,"tempelhof-schöneberg","m","m-Minato"
"Maira",1,"tempelhof-schöneberg","f","f-Maira"
"Ming",1,"tempelhof-schöneberg","m","m-Ming"
"Maisie",1,"tempelhof-schöneberg","f","f-Maisie"
"Minh",1,"tempelhof-schöneberg","m","m-Minh"
"Maiti",1,"tempelhof-schöneberg","f","f-Maiti"
"Mios",1,"tempelhof-schöneberg","m","m-Mios"
"Makeba",1,"tempelhof-schöneberg","f","f-Makeba"
"Mirac",1,"tempelhof-schöneberg","m","m-Mirac"
"Malaika",1,"tempelhof-schöneberg","f","f-Malaika"
"Mircea",1,"tempelhof-schöneberg","m","m-Mircea"
"Mali",1,"tempelhof-schöneberg","f","f-Mali"
"Miro",1,"tempelhof-schöneberg","m","m-Miro"
"Maliah",1,"tempelhof-schöneberg","f","f-Maliah"
"Miron",1,"tempelhof-schöneberg","m","m-Miron"
"Malien-Sinem",1,"tempelhof-schöneberg","f","f-Malien-Sinem"
"Mischa",1,"tempelhof-schöneberg","m","m-Mischa"
"Malika",1,"tempelhof-schöneberg","f","f-Malika"
"Mithat",1,"tempelhof-schöneberg","m","m-Mithat"
"Malique",1,"tempelhof-schöneberg","f","f-Malique"
"Mobin",1,"tempelhof-schöneberg","m","m-Mobin"
"Malka",1,"tempelhof-schöneberg","f","f-Malka"
"Mohammed-Aziz",1,"tempelhof-schöneberg","m","m-Mohammed-Aziz"
"Malu-Hope",1,"tempelhof-schöneberg","f","f-Malu-Hope"
"Mohammed-Selman",1,"tempelhof-schöneberg","m","m-Mohammed-Selman"
"Mandisa",1,"tempelhof-schöneberg","f","f-Mandisa"
"Mohammedfayez",1,"tempelhof-schöneberg","m","m-Mohammedfayez"
"Maniela",1,"tempelhof-schöneberg","f","f-Maniela"
"Mohan",1,"tempelhof-schöneberg","m","m-Mohan"
"Manxin",1,"tempelhof-schöneberg","f","f-Manxin"
"Mohite",1,"tempelhof-schöneberg","m","m-Mohite"
"Marah",1,"tempelhof-schöneberg","f","f-Marah"
"Moise",1,"tempelhof-schöneberg","m","m-Moise"
"Marcelina",1,"tempelhof-schöneberg","f","f-Marcelina"
"Momooreoluwa",1,"tempelhof-schöneberg","m","m-Momooreoluwa"
"Mardahl",1,"tempelhof-schöneberg","f","f-Mardahl"
"Monty",1,"tempelhof-schöneberg","m","m-Monty"
"Mare",1,"tempelhof-schöneberg","f","f-Mare"
"Mortimer",1,"tempelhof-schöneberg","m","m-Mortimer"
"Marei",1,"tempelhof-schöneberg","f","f-Marei"
"Mouhamed",1,"tempelhof-schöneberg","m","m-Mouhamed"
"Margit",1,"tempelhof-schöneberg","f","f-Margit"
"Mourad",1,"tempelhof-schöneberg","m","m-Mourad"
"Margret",1,"tempelhof-schöneberg","f","f-Margret"
"Muaz",1,"tempelhof-schöneberg","m","m-Muaz"
"Margrit",1,"tempelhof-schöneberg","f","f-Margrit"
"Muheez",1,"tempelhof-schöneberg","m","m-Muheez"
"Marguerite",1,"tempelhof-schöneberg","f","f-Marguerite"
"Muhmmad",1,"tempelhof-schöneberg","m","m-Muhmmad"
"Mari",1,"tempelhof-schöneberg","f","f-Mari"
"Mukhtar",1,"tempelhof-schöneberg","m","m-Mukhtar"
"Mari-Juma",1,"tempelhof-schöneberg","f","f-Mari-Juma"
"Munzur",1,"tempelhof-schöneberg","m","m-Munzur"
"Marie-Rose",1,"tempelhof-schöneberg","f","f-Marie-Rose"
"Murad",1,"tempelhof-schöneberg","m","m-Murad"
"Marieke",1,"tempelhof-schöneberg","f","f-Marieke"
"Murat",1,"tempelhof-schöneberg","m","m-Murat"
"Marieluise",1,"tempelhof-schöneberg","f","f-Marieluise"
"Murteza",1,"tempelhof-schöneberg","m","m-Murteza"
"Marijana",1,"tempelhof-schöneberg","f","f-Marijana"
"Muzaffer",1,"tempelhof-schöneberg","m","m-Muzaffer"
"Marisol",1,"tempelhof-schöneberg","f","f-Marisol"
"Mykolas",1,"tempelhof-schöneberg","m","m-Mykolas"
"Marit",1,"tempelhof-schöneberg","f","f-Marit"
"Nadim",1,"tempelhof-schöneberg","m","m-Nadim"
"Marita",1,"tempelhof-schöneberg","f","f-Marita"
"Nahuel",1,"tempelhof-schöneberg","m","m-Nahuel"
"Mariya",1,"tempelhof-schöneberg","f","f-Mariya"
"Nalu",1,"tempelhof-schöneberg","m","m-Nalu"
"Marle",1,"tempelhof-schöneberg","f","f-Marle"
"Nao",1,"tempelhof-schöneberg","m","m-Nao"
"Marley",1,"tempelhof-schöneberg","f","f-Marley"
"Naoki",1,"tempelhof-schöneberg","m","m-Naoki"
"Marlien",1,"tempelhof-schöneberg","f","f-Marlien"
"Narcyz",1,"tempelhof-schöneberg","m","m-Narcyz"
"Marlène",1,"tempelhof-schöneberg","f","f-Marlène"
"Nasser",1,"tempelhof-schöneberg","m","m-Nasser"
"Martyna",1,"tempelhof-schöneberg","f","f-Martyna"
"Nathanial",1,"tempelhof-schöneberg","m","m-Nathanial"
"Marwa",1,"tempelhof-schöneberg","f","f-Marwa"
"Naveen",1,"tempelhof-schöneberg","m","m-Naveen"
"Mary",1,"tempelhof-schöneberg","f","f-Mary"
"Navilan",1,"tempelhof-schöneberg","m","m-Navilan"
"María",1,"tempelhof-schöneberg","f","f-María"
"Nawaf",1,"tempelhof-schöneberg","m","m-Nawaf"
